index,label_original,label_name,quality_score,is_issue,suggested_label,suggested_name,prob_MCAR,prob_MAR,prob_MNAR,group
0,0,MCAR,0.005742572494045632,True,1,MAR,0.005742572494045632,0.9786771353257453,0.015580292180209024,MCAR_autompg_horsepower
1,0,MCAR,0.0018121144663152326,True,1,MAR,0.0018121144663152326,0.9962607602770418,0.001927125256642864,MCAR_autompg_horsepower
2,0,MCAR,0.012400842101614552,True,1,MAR,0.012400842101614552,0.985815557682948,0.001783600215437325,MCAR_autompg_horsepower
3,0,MCAR,0.015854341942486524,True,1,MAR,0.015854341942486524,0.9752637289671652,0.008881929090348439,MCAR_autompg_horsepower
4,0,MCAR,0.01858334967370772,True,1,MAR,0.01858334967370772,0.8483707625257073,0.13304588780058504,MCAR_autompg_horsepower
5,0,MCAR,0.003919391036470558,True,1,MAR,0.003919391036470558,0.950701912671319,0.04537869629221038,MCAR_autompg_horsepower
6,0,MCAR,0.02672013319315412,True,1,MAR,0.02672013319315412,0.9336027339006919,0.03967713290615397,MCAR_autompg_horsepower
7,0,MCAR,0.004056023730429049,True,1,MAR,0.004056023730429049,0.9459402166540712,0.05000375961549967,MCAR_autompg_horsepower
8,0,MCAR,0.0007166085653930271,True,1,MAR,0.0007166085653930271,0.9979652282989147,0.0013181631356922927,MCAR_autompg_horsepower
9,0,MCAR,0.024055682124089692,True,1,MAR,0.024055682124089692,0.9375975146176867,0.03834680325822374,MCAR_autompg_horsepower
10,0,MCAR,0.0007910903212549474,True,1,MAR,0.0007910903212549474,0.9978661793585079,0.0013427303202372524,MCAR_autompg_horsepower
11,0,MCAR,0.0007865003336622356,True,1,MAR,0.0007865003336622356,0.9988410397010595,0.0003724599652781054,MCAR_autompg_horsepower
12,0,MCAR,0.024021451563690864,True,1,MAR,0.024021451563690864,0.9674608517393581,0.008517696696950995,MCAR_autompg_horsepower
13,0,MCAR,0.00022640473375825493,True,1,MAR,0.00022640473375825493,0.9995896676712913,0.00018392759495041054,MCAR_autompg_horsepower
14,0,MCAR,0.0008598392289501094,True,1,MAR,0.0008598392289501094,0.9890232037883488,0.010116956982701038,MCAR_autompg_horsepower
15,0,MCAR,0.0001844512820087514,True,1,MAR,0.0001844512820087514,0.9996766887783147,0.000138859939676461,MCAR_autompg_horsepower
16,0,MCAR,0.0007607844903383681,True,1,MAR,0.0007607844903383681,0.9983644027736843,0.0008748127359772229,MCAR_autompg_horsepower
17,0,MCAR,0.004121070919765066,True,1,MAR,0.004121070919765066,0.9884567843123226,0.007422144767912486,MCAR_autompg_horsepower
18,0,MCAR,0.00018997219987503298,True,1,MAR,0.00018997219987503298,0.999347577514534,0.00046245028559092997,MCAR_autompg_horsepower
19,0,MCAR,0.009478450899836255,True,1,MAR,0.009478450899836255,0.8458293773689446,0.1446921717312192,MCAR_autompg_horsepower
20,0,MCAR,0.0013536342235858471,True,1,MAR,0.0013536342235858471,0.9980977579626377,0.0005486078137766011,MCAR_autompg_horsepower
21,0,MCAR,0.0005086801102144442,True,1,MAR,0.0005086801102144442,0.9993123472932431,0.00017897259654240535,MCAR_autompg_horsepower
22,0,MCAR,0.00010438360126705017,True,1,MAR,0.00010438360126705017,0.9997722016001916,0.00012341479854133575,MCAR_autompg_horsepower
23,0,MCAR,0.00018449629862148998,True,1,MAR,0.00018449629862148998,0.9994806592656578,0.00033484443572079993,MCAR_autompg_horsepower
24,0,MCAR,0.00018988621814123436,True,1,MAR,0.00018988621814123436,0.998169215032094,0.0016408987497647444,MCAR_autompg_horsepower
25,0,MCAR,0.0010815931184972748,True,1,MAR,0.0010815931184972748,0.9972166733057356,0.0017017335757671338,MCAR_autompg_horsepower
26,0,MCAR,0.6933652548072109,False,0,MCAR,0.6933652548072109,0.12470141207073748,0.18193333312205173,MCAR_autompg_horsepower
27,0,MCAR,0.011047354904644934,True,1,MAR,0.011047354904644934,0.5438371259379153,0.4451155191574398,MCAR_autompg_horsepower
28,0,MCAR,0.0014445595107755672,True,1,MAR,0.0014445595107755672,0.9806615812615125,0.017893859227711906,MCAR_autompg_horsepower
29,0,MCAR,0.00019525674924797127,True,1,MAR,0.00019525674924797127,0.9990289864182376,0.0007757568325144774,MCAR_autompg_horsepower
30,0,MCAR,0.00015871990077376456,True,2,MNAR,0.00015871990077376456,0.05804915561264882,0.9417921244865775,MCAR_autompg_horsepower
31,0,MCAR,0.0001091473780011309,True,1,MAR,0.0001091473780011309,0.9997539909373845,0.0001368616846143818,MCAR_autompg_horsepower
32,0,MCAR,0.00039386990329439976,True,1,MAR,0.00039386990329439976,0.9992958134855872,0.00031031661111833827,MCAR_autompg_horsepower
33,0,MCAR,0.00012117804375727327,True,1,MAR,0.00012117804375727327,0.9997411214094281,0.00013770054681462465,MCAR_autompg_horsepower
34,0,MCAR,0.002856701811558183,True,1,MAR,0.002856701811558183,0.9774131042798089,0.01973019390863298,MCAR_autompg_horsepower
35,0,MCAR,0.001381489388148586,True,1,MAR,0.001381489388148586,0.997727535902312,0.0008909747095396081,MCAR_autompg_horsepower
