X0	X1	X2	X3	X4
0.36592178770949724	0.6538461538461539	0.4360902255639098	0.2972972972972973	0.5811518324607329
0.18435754189944134	0.7307692307692307	0.28571428571428575	0.2972972972972973	0.5811518324607329
0.18156424581005587	0.7115384615384616	0.3609022556390978	0.13513513513513514	0.6335078534031413
0.1564245810055866	0.5642307692307692	0.3609022556390978	0.13513513513513514	0.21465968586387432
0.0	0.8076923076923077	0.4360902255639098	0.2972972972972973	0.5811518324607329
0.24022346368715083	0.5642307692307692	0.42105263157894746	0.13513513513513514	0.31937172774869105
0.0	1.0	0.3984962406015038	0.2972972972972973	0.5811518324607329
0.0	1.0	0.3984962406015038	0.2972972972972973	0.5811518324607329
0.0	0.6346153846153846	0.060150375939849676	0.2702702702702703	0.5811518324607329
0.6340782122905029	0.6730769230769231	0.3609022556390978	0.21621621621621623	0.7905759162303664
0.4329608938547486	0.6730769230769231	0.3609022556390978	0.21621621621621623	0.5811518324607329
0.29329608938547486	0.6538461538461539	0.21052631578947373	0.40540540540540543	0.5811518324607329
0.2793296089385475	0.6153846153846154	0.28571428571428575	0.40540540540540543	0.7905759162303664
0.0	0.5769230769230769	0.24812030075187974	0.2702702702702703	0.4764397905759162
0.44134078212290506	0.6153846153846154	0.3609022556390978	0.21621621621621623	0.7905759162303664
0.0	0.5384615384615384	0.28571428571428575	0.2702702702702703	0.7905759162303664
0.0	0.6153846153846154	0.21052631578947373	0.2702702702702703	0.4764397905759162
0.16480446927374304	0.6153846153846154	0.32330827067669177	0.2702702702702703	0.5811518324607329
0.30726256983240224	0.5384615384615384	0.3909774436090225	0.08108108108108109	0.5811518324607329
0.18715083798882684	0.5384615384615384	0.3984962406015038	0.08108108108108109	0.5811518324607329
0.0	0.9230769230769231	0.3609022556390978	0.2702702702702703	0.6335078534031413
0.0	0.9230769230769231	0.28571428571428575	0.2702702702702703	0.6335078534031413
0.0335195530726257	0.8461538461538461	0.38345864661654144	0.21621621621621623	0.6335078534031413
