X0_missing_rate,X0_obs_vs_full_ratio,X0_iqr_ratio,X0_obs_skew_diff,coef_X1_abs,auc_mask_from_Xobs,log_pval_X1_mask,X1_mean_diff,X1_mannwhitney_pval,little_proxy_score,X0_ks_obs_vs_imputed,X0_tail_missing_ratio,mask_entropy,X0_censoring_score,X0_mean_shift_X1_to_X4,mechdetect_auc_complete,mechdetect_auc_shuffled,mechdetect_auc_excluded,mechdetect_delta_complete_shuffled,mechdetect_delta_complete_excluded,mechdetect_mwu_pvalue,caafe_auc_self_delta,caafe_kl_density,caafe_kurtosis_excess,caafe_cond_entropy_X0_mask,llm_ctx_domain_prior,llm_ctx_domain_confidence,llm_ctx_stats_consistency,llm_ctx_surprise,llm_ctx_confidence_delta,llm_ctx_counter_strength,llm_ctx_cause_type,llm_ctx_n_causes,llm_ctx_stats_agreement
0.08,0.9998606465997768,1.0,0.0193913922810967,0.2452925153757397,0.6799283154121865,0.0459239341729093,-0.0067466266866567,0.7645776374651649,0.2459239130434782,0.0391304347826087,1.0,3.0419632333922295,0.0204787901763361,0.0586377474742532,0.6873357228195939,0.6893944660734149,0.6799283154121865,-0.002058743253821,0.0074074074074074,1.0,0.4789473684210527,20.753937936294783,-0.233496706727128,0.3159426717112412,0.5,0.8,0.9,0.1,0.0,0.3,0.5,1.0,0.9
0.07,0.9939784946236558,1.0666666666666669,0.0737383049757006,0.4659783777000048,0.6146953405017922,0.0995207518171555,0.0162084856189418,0.749884089397065,0.3068356374807988,0.0346236559139784,1.0,2.852997456909741,0.028580017754691,0.088619798550108,0.6093189964157706,0.3405615292712067,0.6146953405017922,0.2687574671445639,-0.0053763440860216,0.2,0.3865497076023393,19.32918883284648,-0.4130998419321114,0.2612007705454884,0.5,0.8,0.9,0.1,0.05,0.9,0.5,0.8,0.9
0.1,1.0008996851102114,1.0,0.0297449725645647,0.3190202265651982,0.575925925925926,0.7514762217158787,0.0697318007662834,0.0959510245782742,0.2638888888888889,0.05,1.0,3.4418235740341028,0.0,0.0596035311674129,0.5685185185185185,0.4670902014652014,0.5796296296296296,0.101428317053317,-0.011111111111111,1.0,0.3222222222222223,19.81750007689085,0.3693953845288646,0.3456956344401236,0.5,0.85,0.9,0.1,0.0,0.3,0.5,1.0,0.9
0.1,0.9999110399430656,1.1250000000000002,0.0109902724508327,0.370015132127329,0.3222222222222222,0.6491742646866786,0.0601532567049809,0.3618933964907417,0.1944444444444444,0.0477777777777777,1.0,3.5885880265555956,0.0057889915983462,0.0321450067877183,0.3361111111111111,0.4416666666666666,0.3222222222222222,-0.1055555555555555,0.0138888888888888,0.7,0.6305555555555555,21.19933098128506,-0.4089471513236358,0.3170520754166312,0.5,0.8,0.9,0.1,0.05,0.9,0.5,1.0,0.9
0.09,0.998133941530168,1.4117647058823537,0.0541574593853643,0.1569166949150328,0.408721624850657,0.364897161345722,0.0311144793903414,0.4522455290608732,0.2521367521367521,0.0425274725274725,1.0,3.0335652856279616,0.0054683281877946,0.0550106732927046,0.3908004778972521,0.7073178016726404,0.412305854241338,-0.3165173237753882,-0.0215053763440859,0.1,0.5507309941520466,20.979373582135988,0.3313696413244811,0.2708241992361264,0.0,0.85,0.1,0.8,0.1,0.95,0.0,1.0,0.1
0.08,0.9978251956432608,1.0,0.028523606548398,0.2956344187444149,0.5268817204301075,0.4207663815011014,0.0507871064467766,0.2327696513569129,0.264945652173913,0.0391304347826087,1.0,2.526223774479875,0.0051172763910003,0.0357805439832996,0.507168458781362,0.0,0.5268817204301075,0.0,-0.0197132616487455,0.0,0.4611111111111112,19.99931737394346,-0.7712034939357015,0.3544942002186779,0.5,0.7,0.1,0.8,0.25,0.9,0.5,1.0,0.1
0.12,0.998733805556575,1.15625,0.0407099590525473,0.5626178938048182,0.4682950191570881,0.5559027760353784,0.0484587251828629,0.2546244708467893,0.1827651515151515,0.0586363636363636,1.0,3.619076038540098,0.0128308121132067,0.0330393437010341,0.4310344827586207,0.0,0.4654214559386972,0.0,-0.0343869731800765,0.0,0.4905228758169934,21.6969256591178,-0.1392877574638196,0.364633429088284,0.5,0.85,0.9,0.1,0.1,0.85,0.5,1.0,0.9
0.08,1.0,1.15625,0.0125925218656159,0.1766412965829543,0.6777777777777777,0.3152136207304404,0.0369190404797601,0.7937502204143763,0.3097826086956522,0.0391304347826087,1.0,3.209173124784741,0.0256026554599755,0.0651762203003506,0.6833930704898447,0.2284178187403993,0.6813620071684587,0.4549752517494453,0.0020310633213859,0.1,0.2502923976608185,18.7545377154976,-0.4846920084076775,0.3251032451229303,0.5,0.85,0.9,0.1,0.0,0.9,0.5,1.0,0.9
0.09,0.996372049003628,1.151515151515152,0.0599907253493288,0.3898917542527352,0.4482676224611708,0.4262829679710155,-0.0394930739758326,0.4279965000095066,0.1999389499389499,0.0445054945054945,1.0,3.1165362095512164,0.0273096224426178,0.0354845957066593,0.4258064516129032,0.3465581797235023,0.4445639187574671,0.0792482718894009,-0.0187574671445638,0.7,0.5523391812865497,19.742140974105503,-0.5729880837100048,0.3608588768821253,0.5,0.8,0.2,0.8,0.15,0.9,0.5,1.0,0.2
0.04,0.9994255204109216,1.0,0.017077010459399,0.0458681696718012,0.7864583333333334,0.1204582864600326,-0.0251436781609194,0.5779593219728735,0.4010416666666666,0.0195833333333333,1.0,2.2093110180936195,0.0035410480700923,0.0732883835296471,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,-0.0276301111385972,0.2821038825782965,0.0,0.9,1.0,0.0,0.0,0.15,0.0,1.0,1.0
0.07,0.9989134037313464,1.0,0.0255741534656642,0.1005752588343407,0.3781362007168458,0.098772786657209,0.0120239419460776,0.770144718689248,0.2377112135176651,0.0346236559139784,1.0,3.089899730104546,0.0285812239716204,0.0421370532386635,0.3351254480286738,0.3498563218390804,0.3709677419354838,-0.0147308738104066,-0.0358422939068099,0.7,0.2555555555555555,20.479067351116154,0.0844966856435536,0.2539169949232104,0.5,0.8,0.9,0.1,0.0,0.4,0.5,1.0,0.9
0.06,0.9981983527796844,1.0750000000000002,0.0277155775843676,0.5042700269764098,0.8832325268817205,1.3319023641559429,0.1134751773049645,0.0571042238575905,0.524822695035461,0.03,1.0,2.947863163352943,0.0,0.1498179347324211,0.9049059139784946,0.6769675925925925,0.8832325268817205,0.2279383213859021,0.0216733870967741,0.7,0.0473684210526315,20.80460095800098,-0.5189121332783762,0.3289281772934881,0.5,0.85,0.9,0.1,0.05,0.4,0.5,1.0,0.9
0.11,0.9970472063504237,1.4999999999999996,0.0746935269997328,0.4901795717940853,0.5255108556832694,0.6347131289947193,-0.0556866612658941,0.3853126691412567,0.2489785495403472,0.0543820224719101,1.0,2.909477959735798,0.0305561995059527,0.0482563565471831,0.5875798212005108,0.6414746543778802,0.5283844189016602,-0.0538948331773694,0.0591954022988505,1.0,0.3248366013071896,19.906712863386883,0.2443007658806801,0.2256801424961641,0.5,0.8,0.8,0.1,0.15,0.8,0.5,1.0,0.8
0.08,0.996989567293552,1.0277777777777777,0.0507638335381309,0.9438291788366864,0.6983273596176822,1.2880957522755057,0.1006371814092954,0.0387099397661425,0.3138586956521739,0.0391304347826087,1.0,3.1910989440544975,0.0256192694482111,0.0777668750776766,0.7001194743130226,0.1240783410138248,0.6946236559139786,0.5760411332991977,0.005495818399044,0.1,0.2409356725146197,20.61895825202483,0.4813206484037589,0.2819836406510497,0.5,0.8,0.9,0.1,0.15,0.6,0.5,1.0,0.9
0.07,0.999738549071849,1.1,0.0170288530031376,0.3745638562328788,0.4838709677419355,0.4955860190421895,-0.0552995391705069,0.5825875369820831,0.2569124423963133,0.0316129032258064,1.0,2.8090787607630814,0.0047683266330176,0.0526462219824777,0.492831541218638,0.3926005747126437,0.4838709677419355,0.1002309665059942,0.0089605734767024,1.0,0.4229532163742688,18.324934506550253,-0.4230871316457869,0.2842857965034611,0.5,0.8,0.3,0.7,0.1,0.95,0.5,1.0,0.3
