X0	X1	X2	X3	X4
0.42252122817667737	0.8083612009304387	0.809367323920828	0.37742498561674875	0.5080313245680224
0.8903096953987807	0.6094079234259032	0.0018803894495371676	0.881063860510916	0.6658327638472405
0.01188583217883088	0.6601294193936301	0.6378406699551101	0.1856301425695085	0.1417671772181872
0.5638170345483788	0.3553634279131175	0.3701105850495576	0.3918851113549059	0.4910900540423122
0.9872469779807564	0.22660066856008199	0.9506094998631417	0.5652229435203191	0.9273891998561774
0.053559547489914205	0.5451027556271864	0.5597860026969873	0.9831945807882331	0.8389065952998767
0.941150401070033	0.43645931848030006	0.7422692715857245	0.7638280505674516	0.7435608260483264
0.48227429614883055	0.654559686670996	0.4513066222012646	0.7796277861323287	0.7660925617883296
0.39401910585310973	0.3409011398827465	0.4974510391969992	0.22936039285094367	0.5665759449215849
0.21054433527836802	0.22187187552769794	0.5924826552212762	0.7563517962413289	0.7414954237502237
0.5183972293124012	0.877675235153434	0.7545703667532986	0.1741644585124743	0.6058940022585633
0.5525929582322129	0.11222626192884111	0.7604203875926825	0.07448935351728703	0.14884715864510079
0.1711822644158204	0.8868524871820394	0.48193926105009055	0.05972547529035854	0.8950134262744882
0.9366148938887887	0.9285091742848176	0.49976602153904004	0.8286038858086114	0.7343977841191887
0.3595339663477326	0.2922289771366964	0.3546820962828138	0.6857075302221991	0.5993673123938257
0.07706102387848601	0.9916797677485918	0.4381443707088801	0.7401327727436701	0.5758723922395718
0.8049340611956135	0.7794756854845706	0.6563992640572064	0.40693668206262446	0.5201820473395864
0.5295972464975901	0.41346905695920555	0.17829579015012842	0.046746727761846296	0.433351523089474
0.4517145674904932	0.38744453906335385	0.9713775314264441	0.7291651307172529	0.999922357907933
	0.056193562752884896	0.574357238688015	0.5616911701024563	0.42530598763511807
0.039170456695321376	0.6414282312677058	0.03931407312361446	0.7600583327924098	0.3569258502834335
0.2519440009028434	0.5278388555259571	0.43527365427347275	0.6827718748747327	0.009118071154567642
0.3904240160672636	0.3184964693072415	0.6841332407772586	0.5066025618917085	0.229897814682275
0.9193815555985121	0.04487705084066784	0.30202222242115173	0.32006581876798024	0.5232945824517465
	0.9173356033900071	0.17617727152495954	0.1107910360563743	0.8498055294411054
0.36807717393088624	0.46722624920205935	0.6624987373345534	0.37703995705988624	0.8702233538558559
0.7750536707294005	0.7706384302061355	0.9411213291787782	0.6169295022443011	0.8021646649727495
	0.7994754880750313	0.7443626778098309	0.6971684339470197	0.44634055898351876
0.41755437084003966	0.1370989651302189	0.25176209286345796	0.03477318219579739	0.8687069897316333
0.7836859293723782	0.42840397987055134	0.9389065003833662	0.8339620024827605	0.3646739053858854
