missing_rate,n_missing,n_observed,X0_mean,X0_std,X0_skew,X0_kurtosis,X0_min,X0_max,X0_range,X0_q25,X0_q50,X0_q75,X0_iqr,mask_autocorr_1,runs_z_score,n_runs,avg_burst_size,max_burst_size,n_bursts,missing_pos_mean,missing_pos_std,missing_first_quarter,missing_last_quarter,corr_mask_X1,mi_mask_X1,corr_mask_X2,mi_mask_X2,corr_mask_X3,mi_mask_X3,corr_mask_X4,mi_mask_X4,auc_mask_from_Xobs,coef_X1_abs,coef_X2_abs,coef_X3_abs,coef_X4_abs,coef_max,coef_sum,corr_X1_mask,pval_X1_mask,log_pval_X1_mask,X1_mean_diff,X1_ttest_stat,X1_ttest_pval,X1_mannwhitney_stat,X1_mannwhitney_pval,X0_obs_mean_deviation,X0_obs_skew_mnar,X0_q50_deviation,X0_q75_deviation,X0_obs_rate_high,X0_obs_rate_low,X0_obs_high_low_ratio,X0_obs_position_corr,little_proxy_score,position_entropy,position_uniformity_chi2,llm_evidence_consistency,llm_mar_evidence,llm_mnar_evidence,llm_anomaly,llm_dist_shift,llm_mcar_conf,llm_mar_conf,llm_mnar_conf,llm_mcar_vs_mnar,llm_pattern_clarity
0.039,39.0,961.0,0.4905691163265828,0.2892963138286477,0.0716922747243983,-1.2417035452110898,0.0011909008893663,0.999546648142344,0.9983557472529776,0.2363663870516503,0.4745562118875409,0.7369348320775789,0.5005684450259287,-0.0139423076923076,0.4423325395138162,77.0,1.0263157894736843,2.0,38.0,0.4769743589743589,0.3199391358127184,0.3333333333333333,0.2564102564102564,0.0147484476589664,0.0067298351853298,0.0185332995565962,0.0092834937336401,-0.0244668409057375,0.0038931721204523,0.026087358985473,0.0037150866470877,0.5694922489927694,0.073375670502792,0.09070630942651,0.1149627451098181,0.1281401399375809,0.1281401399375809,0.4071848649767011,0.0147484476589664,0.6413379902292495,0.1929130334988614,0.0219435096050053,0.4659709262358341,0.641337990229252,0.5241068331599029,0.609559922385471,0.0094308836734171,0.0716922747243983,0.0254437881124591,0.013065167922421,0.0978147762747138,0.0957336108220603,0.9787234032547306,0.0382549602013822,0.1356826489500787,3.254800952197871,3.307692307607495,0.85,0.183,0.829,0.166,0.072,0.15,0.1,0.75,0.85,0.83
0.055,55.0,945.0,0.4998423537806872,0.2932069259326051,-0.0154981789840442,-1.2188482452120737,7.148820377278486e-05,0.9991151410616352,0.9990436528578625,0.2556047163921545,0.4989055587838178,0.7520373791156746,0.4964326627235201,0.0187018489984591,-0.5957882489820732,103.0,1.0784313725490196,2.0,51.0,0.5552909090909091,0.2411225017007875,0.109090909090909,0.2545454545454545,0.0661171170331267,0.0059355444776337,-0.0177430103849914,0.0059999156419551,-0.0040250775866648,0.0026928412574278,-0.0288517736755717,0.0023719711748795,0.5834343434343434,0.287482661066457,0.0640289919593488,0.0027565743603041,0.1255447135966644,0.287482661066457,0.4798129409827744,0.0661171170331267,0.0365747445798231,1.436818698092897,0.0843408284788704,2.0932953717465357,0.0365747445798219,0.5846464646464646,0.0346295927700277,0.0001576462193127,-0.0154981789840442,0.0010944412161821,-0.0020373791156745,0.1047619047619047,0.1153439153439153,1.1010100999591368,0.0089949164189174,0.1125300625300625,3.140501582526096,13.181818181578512,0.93,0.752,0.088,0.0,0.0,0.1,0.85,0.05,0.1,0.85
0.034,34.0,966.0,0.4959264933225848,0.2955347772137404,-0.0009808404933309,-1.2959732943352884,0.0010172039069716,0.9978040381857282,0.9967868342787566,0.2217614690568415,0.4987841695079417,0.7691800754006621,0.5474186063438206,-0.0047851264858274,0.1512803276926674,67.0,1.0303030303030305,2.0,33.0,0.536264705882353,0.2589285966556996,0.1470588235294117,0.2058823529411764,0.0141767001780202,0.0017980707977293,0.009256029455282,0.0035579150578814,0.0063281473212274,0.0017980707977293,0.1071987894699777,0.0094166194536513,0.6740043843624406,0.0865856043661212,0.0669219163906843,0.0679175881446128,0.6118608061727455,0.6118608061727455,0.8332859150741639,0.0141767001780202,0.6543203383762121,0.184209580225431,0.0222316913023427,0.4479031034602631,0.6543203383762116,0.5233223724272318,0.6437388202031306,0.0040735066774151,-0.0009808404933309,0.0012158304920583,-0.0191800754006621,0.093167701863354,0.1055900621118012,1.133333332116889,0.0429870370061321,0.1579740591888929,3.1187658715577657,9.529411764425609,0.96,0.182,0.21,0.0,0.0041,0.8,0.1,0.1,0.1,0.85
0.044,44.0,956.0,0.5138223175372147,0.294268865003473,-0.0157743522787352,-1.2252493305805878,0.0004294962907489,0.999095289278969,0.99866579298822,0.2570067927498568,0.5188778670600898,0.7715240624200024,0.5145172696701455,-0.0460732984293193,1.4634373826235003,89.0,1.0,1.0,44.0,0.4299090909090909,0.2722905215007925,0.2954545454545454,0.1590909090909091,-0.0401196209172587,0.0076657692334972,0.0352042896950791,0.0020966614727051,0.021656072168623,0.007654453885262,-0.0254237433845007,0.0024979757558419,0.5746957017877521,0.1923247280974086,0.1749061036636155,0.1032519885567887,0.1159026518919929,0.1923247280974086,0.586385472209806,-0.0401196209172587,0.2049346165265254,0.6883846765589466,-0.0578806204099668,-1.2684457268922475,0.2049346165265263,0.4443942563712438,0.2118825950152775,-0.0138223175372147,-0.0157743522787352,-0.0188778670600897,-0.0215240624200023,0.1255230125523012,0.0941422594142259,0.7499999994025,0.0475720957738821,0.1248335869151768,3.1864027898112783,6.909090908933884,0.62,0.49,0.769,0.15,0.25,0.1,0.3,0.6,0.85,0.65
0.044,44.0,956.0,0.4917383528982406,0.2909580496925684,0.0500178463331996,-1.244001727914501,0.002080960385732,0.9995059949982692,0.9974250346125372,0.2268667944744091,0.485003654437277,0.7337652323887418,0.5068984379143326,0.0490242741551642,-1.5601935732101782,81.0,1.1,2.0,40.0,0.4436363636363636,0.2891452207415609,0.2727272727272727,0.1363636363636363,-0.0324997814249323,0.0111895358073664,-0.0268661866437689,0.0039761088437042,0.0388930753362948,0.003837882954838,0.025574729932403,0.0041879904894009,0.5769066184861165,0.1523074265610984,0.1324207267053011,0.193755910314109,0.1178249489452113,0.193755910314109,0.5963090125257199,-0.0324997814249324,0.3045527330135354,0.5163374988472695,-0.0446410691359746,-1.027247731135962,0.3045527330135281,0.4539035755039939,0.3007315098472791,0.0082616471017593,0.0500178463331996,0.0149963455627229,0.0162347676112581,0.1035564853556485,0.0983263598326359,0.9494949485780636,0.0076080077835906,0.1489634842145302,3.225779915512436,6.45454545439876,0.74,0.39,0.67,0.13,0.0083,0.1,0.25,0.65,0.85,0.7
0.017,17.0,983.0,0.5129689642571976,0.2915559244656638,-0.0519058800581057,-1.2378305873358122,0.0002314309601809,0.9991623560757134,0.9989309251155324,0.2558894446691179,0.5185845030890405,0.7763915349292126,0.5205020902600948,-0.0173116089613034,0.5549763347495246,35.0,1.0,1.0,17.0,0.4770588235294117,0.323086124119585,0.3529411764705882,0.2352941176470588,-0.0002631249438788,0.0035074553087788,0.0119200132526954,0.0036908001767008,0.0306029519383954,0.0040409077112637,0.0420488403807828,0.0068543155937928,0.5999042546825444,0.0069111880406508,0.0852143444469218,0.2211546149192843,0.3113902449589634,0.3113902449589634,0.6246703923658203,-0.0002631249438788,0.9933693886884214,0.0028892271961778,-0.0005759383090392,-0.0083124167005091,0.9933693886884256,0.4991323080605589,0.9905391472175388,-0.0129689642571976,-0.0519058800581057,-0.0185845030890404,-0.0263915349292126,0.1078331637843336,0.0885045778229908,0.8207547162199982,0.0487238240320055,0.1889174795045179,2.851018723094229,4.894117646770935,0.99,0.005,0.91,0.18,0.65,0.09,0.01,0.9,0.91,0.91
0.105,105.0,895.0,0.5104396287575745,0.2876085930910617,-0.0300390013062619,-1.2036479579986588,0.0014456342378411,0.9995077829615284,0.9980621487236874,0.2611024352989586,0.5189842852407733,0.757526863312924,0.4964244280139653,-0.0003835091083413,0.0084308012001686,189.0,1.1170212765957446,3.0,94.0,0.5457523809523809,0.2706134752197708,0.1809523809523809,0.3047619047619048,-0.0527718148812825,0.005137954463784,-0.0450615968061414,0.0068482759209418,-0.0118132992404037,0.003047934725832,0.0228902327774568,0.0042988528540105,0.5753232242617717,0.1732825714091938,0.1477512098651078,0.0323181565628416,0.0778955819797964,0.1732825714091938,0.4312475198169396,-0.0527718148812825,0.0953422589201636,1.020714562657138,-0.050752283839911,-1.6694479000393811,0.0953422589201609,0.4506304868316041,0.097543172419357,-0.0104396287575745,-0.0300390013062619,-0.0189842852407733,-0.0075268633129239,0.106145251396648,0.0916201117318435,0.8631578939236566,0.0224770850415854,0.0995344506517691,3.2576196391000205,8.23809523801678,0.65,0.52,0.67,0.13,0.01,0.1,0.25,0.65,0.85,0.65
0.052,52.0,948.0,0.4975076038807889,0.2950689467068103,0.0107777537188113,-1.2308127799978066,0.0005789661047679,0.9996486713342458,0.999069705229478,0.2412264652658614,0.4955339794491248,0.7573421176224484,0.516115652356587,0.0059499634473235,-0.1907552516893926,99.0,1.0612244897959184,2.0,49.0,0.4746730769230769,0.2768370612940347,0.2884615384615384,0.173076923076923,-0.0441231645297389,0.0028207468149228,-0.0082777746124136,0.0071740672308447,-0.0454936252254348,0.0049213626427862,0.0177489310786224,0.0039136386559153,0.5818321973385264,0.2090729382059129,0.0232661695235441,0.2146445397249359,0.0895361655055927,0.2146445397249359,0.5365198129599857,-0.0441231645297389,0.1632478948295239,0.7871524104805526,-0.0568847823272807,-1.3952598245914791,0.1632478948295239,0.4425511197663096,0.1626187816780323,0.002492396119211,0.0107777537188113,0.0044660205508751,-0.0073421176224484,0.1086497890295358,0.1054852320675105,0.970873785514186,-0.0365877350496741,0.1330736773774748,3.1111616613827167,14.153846153573966,0.91,0.505,0.179,0.0,0.0025,0.38,0.52,0.1,0.15,0.65
0.007,7.0,993.0,0.5051330535233413,0.2820133121575218,-0.001586272131463,-1.1446243664926858,0.0009471941487341,0.9968086652174132,0.9958614710686792,0.2723933414530625,0.494024044070079,0.7510451759416725,0.47865183448861,-0.0070564516129032,0.2312819066553381,15.0,1.0,1.0,7.0,0.3497142857142857,0.2190503623016629,0.4285714285714285,0.0,-0.0475032240426759,0.005300075579493,-0.0017394856056675,0.005833527981978,-0.0155498357684888,0.0039036800364967,-0.0373474498435452,0.0039036800364967,0.7355776147316933,0.5370270643065461,0.038232766832335,0.1919508568019595,0.4158228741764213,0.5370270643065461,1.183033562117262,-0.0475032240426759,0.1333161175913927,0.8751173422751265,-0.1623679984353214,-1.5023769625233665,0.1333161175913922,0.3331894691411308,0.1300436206798248,-0.0051330535233412,-0.001586272131463,0.005975955929921,-0.0010451759416725,0.0986908358509567,0.0886203423967774,0.8979591827635987,0.0573956994741873,0.3146309883470004,1.9502120649147463,7.371428570375512,0.724,1.0,0.263,0.0,0.0051,0.1,0.7,0.2,0.63,0.72
0.067,67.0,933.0,0.5027349291038911,0.2894936816947736,-0.0134661534366107,-1.2143453615988864,0.0009235461328285,0.9999650921097328,0.9990415459769044,0.2523015139581973,0.5066915699533725,0.7576600480920055,0.5053585341338083,-0.0558900775094484,1.7712143531493436,133.0,1.0151515151515151,2.0,66.0,0.5478955223880597,0.2667286694644566,0.208955223880597,0.2835820895522388,-0.0415506033210709,0.0021610798205042,-0.0032604378327933,0.0041607969420914,-0.0253215379922894,0.0030194297221476,0.0135879187907693,0.0012016539616877,0.5584617107389099,0.1602851484903316,0.0056242782042669,0.0933209077408839,0.0563461677338742,0.1602851484903316,0.3155765021693568,-0.0415506033210709,0.1892270762602833,0.723016720845979,-0.0484288764222486,-1.313765410193879,0.1892270762602829,0.4526563324854825,0.1950419811607351,-0.002734929103891,-0.0134661534366107,-0.0066915699533725,-0.0076600480920054,0.1061093247588424,0.0996784565916398,0.939393938508632,0.02229257561287,0.0963630401049415,3.19768778486869,10.761194029690133,0.91,0.45,0.2,0.0,0.01,0.4,0.45,0.15,0.1,0.5
