X0	X1	X2	X3	X4
0.19455899378091956	0.03621526006308218	0.6838437559472406	0.6987776689688404	0.6322839284082153
0.6732299883902352	0.8408281035683849	0.033458402911183294	0.0588888675653757	0.009342137753387325
0.9979639881394133	0.6058891530901273	0.35200408009066975	0.6770942037743491	0.42419208853422885
0.059992990955691106	0.21537558948163105	0.0034981983795204785	0.9483271407950152	0.021005580424940273
0.6249100232261156	0.08823142967793351	0.4419735577043905	0.7634939278634417	0.3111393666228003
0.09986121313312091	0.4651864884203243	0.004773813799084259	0.8575826462643645	0.942454403309655
0.6848353313395935	0.33450948345204423	0.21145493622669131	0.553753532510291	0.47029701299257
0.3052603573345436	0.9592782174997357	0.22125661817261333	0.07981259740071467	0.740762731577907
0.1147940995135982	0.6215109875697632	0.4992948859623103	0.7107321959806366	0.3725937093269318
0.7975324825546947	0.35772434841216794	0.07059381947931331	0.8711438556197569	0.5267718163268442
0.16417670346664515	0.3886955444393726	0.25317732335970944	0.6778477872206345	0.09347302260839774
0.9426794506949536	0.8278868535181497	0.9209561068294542	0.6010017305849814	0.5887157151080536
0.5762688085746047	0.3466168581877671	0.9459609767842748	0.3584055030243538	0.4502499721876093
0.15384582365914934	0.2271370294244368	0.8152613259096402	0.12438464390277171	0.28672459004723794
0.7579976764628328	0.2459507213635702	0.8335126483607322	0.8523585632855984	0.20167199905953492
0.4762888190637471	0.4218089388738424	0.9081135965754574	0.7369429087036742	0.9185398053268627
0.9116782073073493	0.37003609032655826	0.9985314209797214	0.7972222066197613	0.6023685288126043
0.5402128559937913	0.5519680162446006	0.9287780687367718	0.2630023571108049	0.007969435681070114
0.06034359413093271	0.6916245128649444	0.4287982003655273	0.7615387650450172	0.5783097171839097
0.645493200046319	0.9445758371276276	0.5815653251891197	0.5425615279777383	0.6293780393692415
0.9211808460965766	0.18657428397866893	0.707154169166974	0.08368898040514217	0.11998901968924247
0.789017885030186	0.23208338401225714	0.38314824923790813	0.2868101243617618	0.0692138671928666
0.24279691353790867	0.12039714824516834	0.9742113765987801	0.7866120157862826	0.30044518428312494
0.5151707753854459	0.2991942200761707	0.4475776863096026	0.3356697901052421	0.3328249532928964
0.17212989634806075	0.5390077792539314	0.8250589319741993	0.5061245582652291	0.7358984191104927
0.34372031656680135	0.7624383523000604	0.2596751894437367	0.8291366612842734	0.9846112099459701
0.8164728026416236	0.5472128795589897	0.10570020404285341	0.42186848115955433	0.3278598190266574
0.5984902993769279	0.22307969272493522	0.14460334315935375	0.9755982963724867	0.26940034008434877
0.29558040604861624	0.770981351886284	0.7815687816089465	0.08620780608112211	0.7255338965468412
0.4694554426236274	0.623395393429301	0.9122482243650556	0.8792384249270556	0.5004114939375944
0.7002473040355855	0.37302232828464277	0.7043320236587823	0.015562663791525266	0.2369952982248703
0.030674062627383702	0.7146322050680423	0.043543398787569965	0.763167626504845	0.1641632036501598
0.5832627817946467	0.20839741134829592	0.2822668584028757	0.17681069861855547	0.46323064843141204
0.6552119176622001	0.8240215837406428	0.39408661249324517	0.9768018354896184	0.3403755878101469
0.7122775438883557	0.6982165699966089	0.7712701681292157	0.9776421697859077	0.5640904334632454
0.6862492242058432	0.24995144041078976	0.5143412193522171	0.047121687758514885	0.9715075061672119
0.13886859382591976	0.22594691895898877	0.2245844875078049	0.3425946155360682	0.05693127869223369
0.19326835031150047	0.5937973639139603	0.6068536444472954	0.2375657671035184	0.04381362054740201
0.4350282219618432	0.41761082711604147	0.11460116047758517	0.15214361204377902	0.7498655724104185
0.6538753803263798	0.5029260696160802	0.15616570569856925	0.09731434212009715	0.5192279361541273
0.0006902277765251652	0.2968057908931151	0.48203365137493914	0.06704397813146956	0.28020862936615054
0.23028005468465285	0.4895319453903052	0.2302174131710375	0.8276538983004218	0.5257934120264927
0.6132193928143154	0.11553837384610433	0.15761213424779574	0.0845159264647316	0.3519635852364468
0.508141827702913	0.22434157730546567	0.8292690386594275	0.07083977644347139	0.39068660285619206
0.6138698083073652	0.7545941903037306	0.08350333227796614	0.702563428346951	0.6656458882971029
0.5870372600921264	0.19195244387422428	0.9873931978502781	0.9998544425934525	0.33522228936117293
0.31227866138501803	0.014890149621658688	0.059265863073600156	0.13239517974906512	0.7010809595151246
0.9716149676048853	0.7472697332705995	0.933137490228106	0.37704791949959093	0.08777956249834507
0.8704373154094645	0.8350101031455014	0.28186532153778876	0.24536193934350325	0.9486987693463363
	0.4700503555968224	0.8113372306612412	0.5465814264902564	0.30174027370256373
0.5309094933510613	0.24086324466261	0.5696466052923171	0.1589931931239812	0.8441920158897522
0.7992652814668186	0.37079977900064476	0.2099162334504584	0.2038927868281638	0.3445441490935972
0.23662236363388667	0.4842538977743428	0.21979446432352567	0.12686691660944338	0.9230930933574709
0.21374970010777905	0.20453371467269532	0.7891918473849108	0.2388596692918593	0.9849912506697541
0.3762265180957005	0.9251483951387018	0.6178486677105924	0.33984558344227467	0.32070300704707844
0.0691741377101307	0.9990459456864863	0.322027520430778	0.23229854652205917	0.7215062669705204
0.7263559180282197	0.9283788838760053	0.019488658433907013	0.13222096346694578	0.9831599458570143
0.9860896492163583	0.0742225857702069	0.992793727257971	0.4297420872106973	0.7038103233369287
0.995917274404227	0.18975031043950308	0.8218187298578479	0.8263190384255787	0.4768838529876833
0.8211807840184239	0.20705008964722538	0.3285476993454012	0.5774698597534693	0.6428660904400767
0.1956113653338426	0.5218561551179954	0.7479981154206781	0.07499204220926436	0.11416401837899837
0.9664013281787621	0.46802173179930295	0.9657345841654318	0.9593585275509846	0.3448235141104111
0.05670674670867393	0.9702541427316576	0.1338302991240914	0.6829570780077914	0.5704865463634673
0.8720408511023091	0.5380002329597826	0.23793873040769942	0.9943580165068495	0.5585699174469101
0.07399926868596307	0.11934214071935434	0.18745093508097244	0.8810764003261509	0.7634603791329487
0.0622070993575814	0.049204120052248945	0.5883223220156438	0.5707892178565132	0.9238017790222331
0.6367634241340618	0.15514657883894034	0.8849911322497961	0.9853059664117527	0.7685800248627733
0.7076343375447844	0.9599848046857686	0.9393815835627128	0.6164908581559976	0.18305547881606732
0.17459694302562034	0.27680215451223733	0.057245822264247126	0.47512322050500333	0.2449305802100462
	0.8171976832585146	0.5013957393066365	0.7640627620257987	0.5975966996947
0.7142739493231607	0.17130769087993758	0.06126210576853497	0.033003067309054446	0.4089139373575966
0.504587327719791	0.8602143055851533	0.885201709472505	0.26545080635825624	0.5282359757314404
0.8951545706657581	0.3439329891766013	0.9013464637845906	0.0459576596949417	0.1717392524693493
0.8196096813204297	0.8040153860278003	0.31980005133608713	0.29734593194272885	0.34416408782805086
0.07374211793182683	0.9570196426298208	0.44885360071285985	0.41550105402323356	0.15426164975767276
0.2399369576487762	0.5730800625114495	0.1405358420837597	0.422995313403163	0.5499155907912298
