X0	X1	X2	X3	X4
0.6296296296296297	0.6538461538461539	0.4360902255639098	0.918918918918919	0.5811518324607329
0.2222222222222222	0.6730769230769231	0.3233082706766917	0.1621621621621621	0.5811518324607329
0.2592592592592592	0.7307692307692307	0.3609022556390978	0.3513513513513513	0.4240837696335078
0.1666666666666666	0.8269230769230769	0.3007518796992481	0.2702702702702703	0.7905759162303664
	0.8269230769230769	0.3007518796992481	0.4864864864864865	0.7905759162303664
0.7222222222222222	0.6346153846153846	0.2857142857142857	0.1891891891891892	0.5811518324607329
0.3518518518518518	0.8461538461538461	0.4360902255639098	0.2702702702702703	0.5811518324607329
0.4074074074074074	0.7307692307692307	0.2481203007518797	0.6756756756756757	0.1623036649214659
0.1666666666666666	0.6923076923076923	0.2030075187969925	0.4594594594594595	0.4764397905759162
0.4444444444444444	0.8076923076923077	0.2857142857142857	0.5675675675675675	0.6335078534031413
0.1666666666666666	0.8076923076923077	0.2481203007518797	0.1891891891891892	0.7905759162303664
0.2592592592592592	0.7307692307692307	0.2857142857142857	0.5945945945945946	0.4240837696335078
0.3148148148148148	0.5769230769230769	0.3609022556390978	0.6756756756756757	0.5811518324607329
0.4444444444444444	0.8653846153846154	0.3609022556390978	0.7297297297297297	0.6335078534031413
0.4444444444444444	0.8653846153846154	0.3233082706766917	0.5135135135135135	0.4240837696335078
0.2592592592592592	0.8630769230769231	0.362406015037594	0.5675675675675675	0.1623036649214659
0.6296296296296297	0.5192307692307693	0.3609022556390978	0.1081081081081081	0.5811518324607329
	0.5384615384615384	0.1954887218045113	0.5675675675675675	0.5811518324607329
0.2592592592592592	0.7307692307692307	0.2105263157894737	0.6756756756756757	0.2670157068062826
0.074074074074074	0.7115384615384616	0.2556390977443609	0.5135135135135135	0.4764397905759162
0.1666666666666666	0.6923076923076923	0.3609022556390978	0.6216216216216216	0.3717277486910994
0.7222222222222222	0.5961538461538461	0.3984962406015038	0.4864864864864865	0.5811518324607329
0.2592592592592592	0.5769230769230769	0.3759398496240601	0.8108108108108109	0.4764397905759162
0.4814814814814814	0.7115384615384616	0.2105263157894737	0.2972972972972973	0.4764397905759162
0.1481481481481481	0.7057692307692308	0.3157894736842105	0.7837837837837838	0.4240837696335078
0.2222222222222222	0.6923076923076923	0.2481203007518797	0.1891891891891892	0.7905759162303664
0.3518518518518518	0.9230769230769232	0.3909774436090225	0.2162162162162162	0.2146596858638743
0.2592592592592592	0.8269230769230769	0.2105263157894737	0.3783783783783784	0.4764397905759162
0.074074074074074	0.5961538461538461	0.3609022556390978	0.1891891891891892	0.4764397905759162
0.2592592592592592	0.9230769230769232	0.3157894736842105	0.5405405405405406	0.6335078534031413
	0.6538461538461539	0.3669172932330826	0.5135135135135135	0.7905759162303664
0.5	0.6923076923076923	0.3383458646616541	0.1621621621621621	0.7905759162303664
0.1666666666666666	0.6730769230769231	0.2556390977443609	0.2972972972972973	0.4764397905759162
0.2592592592592592	0.6538461538461539	0.4360902255639098	0.918918918918919	0.6335078534031413
0.3148148148148148	0.7692307692307693	0.2857142857142857	0.5135135135135135	0.5811518324607329
0.2592592592592592	0.8076923076923077	0.3759398496240601	0.1081081081081081	0.7905759162303664
0.2222222222222222	0.5384615384615384	0.2857142857142857	0.4594594594594595	0.5811518324607329
0.1111111111111111	0.6923076923076923	0.2857142857142857	0.6756756756756757	0.3717277486910994
	0.6730769230769231	0.3233082706766917	0.2432432432432432	0.5811518324607329
0.2592592592592592	0.8076923076923077	0.3759398496240601	0.3243243243243243	0.5811518324607329
0.2962962962962963	0.8269230769230769	0.3082706766917294	0.5675675675675675	0.6335078534031413
0.037037037037037	0.7692307692307693	0.225563909774436	0.2162162162162162	0.5811518324607329
0.2222222222222222	1.0	0.3984962406015038	0.2972972972972973	0.5811518324607329
0.2592592592592592	0.6923076923076923	0.3609022556390978	0.4324324324324324	0.3717277486910994
0.2222222222222222	0.9615384615384616	0.2105263157894737	0.4054054054054054	0.1623036649214659
0.2222222222222222	0.6538461538461539	0.2105263157894737	0.5675675675675675	0.4764397905759162
0.2592592592592592	0.7307692307692307	0.5112781954887218	0.1621621621621621	0.3717277486910994
0.6666666666666666	0.6638461538461539	0.1729323308270677	0.2162162162162162	0.5811518324607329
0.2592592592592592	0.7307692307692307	0.3609022556390978	0.3513513513513513	0.6335078534031413
0.074074074074074	0.5961538461538461	0.3609022556390978	0.1891891891891892	0.4764397905759162
0.2592592592592592	0.6153846153846154	0.4360902255639098	0.3783783783783784	0.4764397905759162
0.5370370370370371	0.6923076923076923	0.2105263157894737	0.4054054054054054	0.5811518324607329
0.2222222222222222	0.5769230769230769	0.7368421052631579	0.7027027027027027	0.7905759162303664
0.2222222222222222	0.6846153846153846	0.2932330827067669	0.8648648648648649	0.5811518324607329
0.1666666666666666	0.6923076923076923	0.3609022556390978	0.6216216216216216	0.3717277486910994
0.1666666666666666	0.6730769230769231	0.3157894736842105	0.7297297297297297	0.5811518324607329
0.074074074074074	0.6538461538461539	0.4360902255639098	0.2972972972972973	0.5811518324607329
0.3333333333333333	0.6730769230769231	0.3984962406015038	0.4054054054054054	0.4764397905759162
